Institute Id,Institute Name,City,State,Score,Rank,TLR,RPC,GO,OI,Perception
IR17-COLL-1-20095,P.C. Jabin Science College,Dist. Dharwad,Karnataka,36.87,89,48.84,9.31,49.91,50.59,2.92
IR17-COLL-2-19869,Govt. College,District Anantapur,Andhra Pradesh,36.82,90,43.51,0.19,63.20,49.42,5.16
IR17-COLL-2-18887,Nirmala College,Dist. Ernakulam,Kerala,36.53,91,53.11,8.50,49.24,43.68,0.42
IR17-COLL-1-20151,K.B.N. College,District Krishna,Andhra Pradesh,36.36,92,48.19,0.39,52.11,57.38,1.76
IR17-COLL-2-13947,V.S.M. College,Ramachandrapuram,Andhra Pradesh,36.15,93,32.90,0.00,67.59,62.44,0.08
IR17-COLL-1-20049,J.G. College of Commerce,"Hubli, Dist. Dharwad",Karnataka,36.03,94,34.20,0.00,75.61,44.61,1.79
IR17-COLL-2-15860,Sacred Heart College (Autonomous),Tirupattur,Tamil Nadu,35.43,95,52.13,14.37,32.09,58.87,0.72
IR17-COLL-2-1-2812253596,Presidency College,Bengaluru,Karnataka,35.23,96,38.21,1.76,52.67,54.98,20.02
IR17-COLL-2-19433,National College,District Tiruchirapalli,Tamil Nadu,34.93,97,27.20,12.19,58.78,58.61,8.53
IR17-COLL-2-18715,Raja Narendralal Khan Women's College,District Midnapore,West Bengal,34.73,98,26.41,9.57,60.24,62.33,4.93
IR17-COLL-2-1-2814445210,Bharti Vidyapeeth`s Matoshri Bayabai Shripatrao Kadam Kanya Mahavidyalaya,Dist. Sangli,Maharashtra,34.69,99,50.53,0.31,29.37,62.41,27.73
IR17-COLL-2-15929,Thanthai Hans Roever College,Perambalur,Tamil Nadu,34.65,100,38.95,9.55,43.12,68.25,0.31
