Institute Id,Institute Name,City,State,Score,Rank,TLR,RPC,GO,OI,Perception
IR-1-C-C-C-41054,Dr. N. G. P. Arts and Science College,Coimbatore,Tamil Nadu,46.29,91,58.81,8.03,59.33,55.75,11.64
IR-1-C-C-C-43711,Bishop Moore College,Alappuzha,Kerala,46.22,92,59.11,16.37,57.04,53.65,4.87
IR-1-C-C-C-41434,Bharati Vidyapeeth`s College of Fine Arts,Pune,Maharashtra,46.19,93,63.82,0.00,56.16,54.63,11.64
IR-1-C-C-C-16897,St. Aloysius College,Mangalore,Karnataka,46.10,94,52.93,9.44,54.93,54.80,43.04
IR-1-C-C-C-43911,Anna Adarsh College for Women,Chennai,Tamil Nadu,46.07,95,59.24,3.01,64.50,51.29,6.67
IR-1-C-C-C-9562,Mahendra Arts & Science College,Namakkal,Tamil Nadu,45.93,96,50.30,10.14,71.06,59.52,5.77
IR-1-C-C-C-8106,St. Joseph's College,Thrissur,Kerala,45.88,97,61.33,0.30,67.00,43.55,2.02
IR-1-C-C-C-41134,Rathinam College of Arts and Science,Coimbatore,Tamil Nadu,45.83,98,52.95,0.19,72.78,64.20,0.00
IR-1-C-C-C-6401,Shaheed Bhagat Singh College (Evening),Delhi,Delhi,45.80,99,64.40,4.43,50.21,65.33,2.99
IR-2-C-OC-C-6381,Keshav Mahavidyalya,Delhi,Delhi,45.78,100,69.09,11.94,43.09,52.82,2.99
